,uid,name,latitude,longitude,contact,age,standard_rate,service_range,availability
60,419420060,Shree Swami Enterprises,19.225581362844,73.104807743803,8876742366,39,600,1,1
61,419420061,Shree Pest Control,19.244716666667,72.869875,8575534222,53,500,1,1
62,419420062,L V S Pest Control Services,19.1306604,72.8409465,9836420537,55,800,2,1
63,419420063,Archana Services,19.3405848,72.8059372,9364383602,31,500,1,1
64,419420064,Pace Care Solutions,19.185433,72.86447,7254816726,53,800,2,1
65,419420065,New Star Pest Control Servi..,19.012386,73.038461,7732175758,19,500,1,1
66,419420066,Unique Star Pest Control Se..,19.273429999999998,72.885189,8672188633,55,800,2,1
67,419420067,Agro Life,19.0362649,73.01579620000001,8715100502,18,600,1,1
68,419420068,Home Care Pest Control,19.050075109953,72.862383029998,9666488473,44,500,1,1
69,419420069,Chem Tech Pest Control Serv..,19.446667972222,72.802075,9645427326,35,500,1,1
70,419420070,Essar Pest Control Services,19.1706787,72.877464,8421065486,48,800,2,1
71,419420071,Blaze Pest Solutions,19.0912715833,72.9161277222,8220756750,56,500,1,1
72,419420072,Perfect Life Solutions,19.276661666667,72.85685,9073782055,42,500,5,1
73,419420073,Shield India Pest Solutions..,19.118617,72.850762,9882673826,18,800,5,1
74,419420074,Moreya Care Pest Control,19.264842,72.869683,9510556087,53,500,1,1
75,419420075,New Star Pest Control Servi..,19.178043,72.978535,8714646756,43,600,5,1
76,419420076,Gargi Enterprises,19.226666666667,73.078055555556,8735485037,50,500,2,1
77,419420077,We Safe Services Pest Contr..,19.4734015556,72.8037973611,8442786028,48,500,2,1
78,419420078,Bugs Control Of India,19.1202729,72.93793620000001,7414843277,18,500,1,1
79,419420079,Olivia Pest Control,19.038988500000002,73.07118299999999,7351838802,56,500,5,1
80,419420080,Ankeet Pest Control,19.23242876,72.82836626,9474876743,20,500,1,1
