,uid,name,latitude,longitude,contact,age,standard_rate,service_range,availability
25,419220025,H K GROUP ELECTRICAL & PLUM..,19.11052667,72.83398833,8031560137,19,300,5,1
26,419220026,Line Works Studios,19.219047,73.086309,9015876670,29,250,2,1
27,419220027,Maharashtra Electric & Hard..,19.0752266667,72.8225233333,8104445142,54,400,2,1
28,419220028,Jitu Plumber,19.14021031,72.80848409,9446637486,29,200,5,1
29,419220029,Shree Swami Samarth Plumbin..,19.221697,73.14214659999999,8843587034,51,250,1,1
30,419220030,Pravin Plumbing Works,19.107664194444002,72.826708027778,8424671718,37,400,1,1
31,419220031,Radhe Krishna Pipe Center,19.21920775,72.831138611111,9667015102,45,300,2,1
32,419220032,Piyush Enterprises,19.0199667402,73.08621852659999,8143166404,33,400,5,1
33,419220033,Door Step Services Home App..,19.295254194444002,72.867414388889,7065854618,49,300,5,1
34,419220034,Einheit Interior World,19.014223438194,72.823752489086,8747242854,40,200,5,1
35,419220035,Shree Mahadev Electric & Ha..,19.047619,73.076193,8674654034,43,300,5,1
36,419220036,Amjad Shaikh Plumber,19.16924094,72.87970733,8665000575,35,250,2,1
37,419220037,Denvansi Plumbers,19.1921639,72.8566787,7507715825,31,200,1,1
38,419220038,N R Electricals,19.2267116,73.0791557,9268868417,51,250,5,1
39,419220039,In Ex Home Renovation,19.281971666666998,72.857665,7754740634,26,400,2,1
40,419220040,Al Sana Plumbing,19.179368,72.874114,8002127426,32,300,1,1
41,419220041,Priyanka Painting Works,19.012040399999997,73.1584554,9181503045,43,200,2,1
42,419220042,Shree Vallabh Electric & In..,19.2961590833,72.8723782778,7786283722,24,300,1,1
43,419220043,SADGURU INTERIOR,19.286924300000003,72.8653715,7661468057,47,300,1,1
44,419220044,Alisha Enterprises,19.0913699,72.8820879,9600173604,40,250,5,1
45,419220045,Shree Ashapura Electrical a..,19.161763799722,72.834969999722,8078474285,30,300,5,1
46,419220046,J S Parmar & Company,19.136145000000003,72.861405,7014868846,36,200,5,1
47,419220047,Fast Maintainance,19.0449541,73.07932962,8264070735,39,250,2,1
48,419220048,J P Enterprises,19.3119521,72.8583788,8453765878,33,300,1,1
49,419220049,Happy Furniture And Electri..,19.176958199999998,73.2394965,7265524683,31,400,1,1
50,419220050,Vandana Enterprises,19.066368361111,73.068861055556,7814327325,28,400,1,1
51,419220051,Sukant Plumbing,19.295565300000003,72.86512459999999,9382637802,49,400,5,1
52,419220052,Shiv Electrical And Service..,19.077777777778,72.86277777777799,8752205737,22,250,2,1
53,419220053,Sachin Electricals,19.131809756400003,72.8768139583,8427255525,51,300,1,1
54,419220054,Nakoda Electric Hardware St..,19.118143,72.903683,7672624841,26,400,2,1
55,419220055,Avadesh Kumar,19.000933048716,72.83850082662799,8356316236,34,300,2,1
56,419220056,Shoyab M Sadriwala,19.1422617,72.806167,8501067147,46,400,5,1
57,419220057,Balaji Ceramics,18.957795,72.82845,8884254377,52,400,2,1
58,419220058,Mateshwari Civil Palmbing C..,19.0479549,73.071407,8734804085,42,200,2,1
59,419220059,New Sharma Aluminium & Inte..,19.2814933,72.8728054,8025662356,50,300,5,1
60,419220060,Khan Construction,19.057020972222,72.927543972222,8418611267,30,250,5,1
61,419220061,H K Plumbing,19.225172222222,72.845436111111,9674036713,54,200,5,1
62,419220062,N Z Enterprises,19.2957147,73.0532562,7386262035,20,250,1,1
63,419220063,Eps Plumbing Services,19.205935,72.973664,7288618385,43,200,1,1
64,419220064,Vithoba Enterprises,19.0875,72.915833333333,8637743376,56,400,5,1
65,419220065,P Biswal Civil Plumbing Con..,19.165754305556,72.96125791666701,8734858572,56,300,5,1
66,419220066,Tarun Plumber,19.179333,72.841833,9430157036,44,250,5,1
67,419220067,Yadav Civil Contractor,19.021678916667,72.837081888889,8245664237,18,200,5,1
68,419220068,Adi Sakhti Painting Contrac..,19.025138841196,73.017440153046,9224131623,54,400,1,1
69,419220069,Dubey Interior,18.9844169,73.10010600000001,7643530710,54,200,5,1
70,419220070,Bala Interior,19.145143,72.835115972222,7322456873,21,200,5,1
71,419220071,Pratham Ceramics,19.2167609,72.8513632,8818676221,44,300,2,1
72,419220072,Shree Babuji Building Mater..,19.1656057,73.2449781,8778206564,27,300,5,1
73,419220073,Zameer Plumbing Work,19.056014,72.876337,8417135311,20,250,1,1
74,419220074,Nagendra P Yadav,19.2261455955,72.8639352322,8670176600,37,250,1,1
75,419220075,Areatouch,19.172775917686998,72.854366200045,7052484011,38,200,2,1
76,419220076,Shree Ashapura Electricals,19.157062527778002,72.839546194444,8632810741,37,400,5,1
77,419220077,Shabbir Plumber & Civilwork..,19.123784531800002,72.8496283293,8285740873,46,250,5,1
78,419220078,Plumbstone Corporation,19.1664506,72.8471332,9867250184,48,300,5,1
79,419220079,Venkatesh Plumbers & Civil ..,19.0636009,72.89782290000001,8603357346,52,300,1,1
80,419220080,Saarang,19.155947972222,72.835829,9215834816,29,200,2,1
81,419220081,New Ashapura,19.211714174616002,73.19020567468701,7618658614,33,250,5,1
82,419220082,Iqra A to Z,19.137222583299998,72.8106915833,9414847268,30,300,1,1
83,419220083,Khan Azhar (Electrician),19.041531700659,72.946599908241,8465122830,33,300,5,1
84,419220084,Sheetal Constructions,19.1996481702,72.8387664897,8411053074,19,400,5,1
85,419220085,Arihant Hardware,19.469371194444,72.803895777778,9237017107,37,200,2,1
86,419220086,R J Plumbing Contractor,18.972442,72.83698890000001,9522561285,32,250,5,1
87,419220087,Home Decor,19.044438500000002,73.0725076,7165757864,37,200,2,1
88,419220088,R K Electrical & Plumbing W..,19.1659740833,72.8388084722,9003548242,52,200,5,1
89,419220089,El Shaddai Ceramics,19.209307305556,73.184185416667,7283012008,35,300,1,1
