,uid,name,latitude,longitude,contact,age,standard_rate,service_range,availability
25,419820025,Gupta Packers and Movers,19.040059,73.06443370000001,7134002767,34,5000,5,1
26,419820026,VBC Packers Movers,19.2808644567,72.8582605161,8530743057,40,4000,5,1
27,419820027,Adarsh Packers & Movers,19.0827694444,72.85122777779999,7251214302,37,5000,5,1
28,419820028,Omdeo Packers & Movers Pvt ..,19.20334538,72.85113195,7606032742,22,3000,1,1
29,419820029,New Easy Movers and Packers,19.2443689722,73.01318,7654428055,23,4000,1,1
30,419820030,Ensure Packers & Movers,19.063947222221998,73.00368611111101,7226180251,32,3500,5,1
31,419820031,Shiv Sachin Packer Movers,19.1005972222,72.8877416667,8138485841,44,3000,2,1
32,419820032,1st Choice Packers and Move..,19.2957763611,72.8555297778,8244543604,24,2000,1,1
33,419820033,Soni Packers & Movers,19.2348434,73.1699647,8850838013,37,2000,5,1
34,419820034,A V Packers,19.157695113699997,72.8506851196,8084600467,44,3500,1,1
35,419820035,Timex Pac N Move,19.163929800000002,72.93415440000001,8830718628,51,5000,2,1
36,419820036,Sun Packers And Movers,19.2208906,72.85320949999999,8518271518,32,4000,1,1
37,419820037,Leo Packers and Movers Indi..,19.153620999999998,72.935271,7038207428,41,5000,5,1
38,419820038,Sana Packers & Movers,19.193616,72.87134300000001,8686130824,22,4000,5,1
39,419820039,Mourya Packers And Movers,19.1785992,72.8681388,7603071857,50,3000,2,1
40,419820040,Goldenstar Packers And Move..,19.4031212778,72.8458245,8823251878,24,3500,1,1
41,419820041,M R Packers & Movers,19.0333,73.0163233333,8412821758,28,5000,2,1
42,419820042,Galaxy Home Packers & Mover..,19.090437899999998,72.901234,9842566842,32,3000,5,1
43,419820043,Standard Packers and Movers,19.06383279,72.89661418,7387377121,35,3000,2,1
44,419820044,Robot Packers and Movers,19.3996162222,72.8390884167,9280816222,53,4000,5,1
45,419820045,Velocity Packers & Movers,19.141833,72.825517,9574037402,30,5000,5,1
46,419820046,Apex Packers & Movers,19.21366,72.977083,8535620456,40,4000,2,1
47,419820047,Navnath Transport,19.2223513056,73.0838066111,9041881163,43,3000,5,1
48,419820048,Gupta Packers & Movers,19.1777935,72.94887541666701,9457530217,35,5000,1,1
49,419820049,Super Packers & Movers,19.100328333333,72.887685,8016887568,26,3000,2,1
50,419820050,Arihant Packers & Movers,19.0666972377,72.8948107484,9730768622,42,3000,1,1
51,419820051,A K Packers & Movers,19.29757875,73.21404571,7203118542,31,3000,1,1
52,419820052,Pratap Packers & Movers,18.954864314369,72.838129995144,9768457200,36,4000,5,1
53,419820053,Anshika Packers & Movers,19.29525,72.8587416667,8652107845,43,5000,1,1
54,419820054,JH Universal Relocations P&..,19.104156425699998,72.89831565,7103388101,42,4000,1,1
55,419820055,Shree Shambhunath Packers A..,19.2031568,73.092848,9054523455,33,3500,1,1
56,419820056,Mamta Cargo Packers & Mover..,19.182043055556,73.04361722222201,7055703073,43,3000,1,1
57,419820057,Swift Relocation,19.203008333299998,72.86022222220001,9067512857,53,3500,1,1
58,419820058,Bharat Transport,19.089446263699998,72.9123977484,9355227170,55,2000,5,1
59,419820059,Manoj Shah,19.132808999999998,73.00381390000001,9338037245,42,5000,1,1
60,419820060,Sundha Express Cargo,19.043254277778,73.069711583333,8766547658,24,4000,1,1
61,419820061,Godara International Cargo ..,19.2450965,72.9809143,9572312141,46,4000,2,1
62,419820062,Star Cargo Courier Service..,19.2063454,72.8315875,7601334375,31,3500,5,1
63,419820063,Phoenix Logistics,19.015589123599998,73.0429379829,8628050822,52,2000,2,1
64,419820064,Nitin Packers & Movers,19.1937659722,72.8724463611,9512607871,27,5000,1,1
65,419820065,Shift International Movers ..,19.20452275,72.81991726,7138043257,39,2000,2,1
66,419820066,S J Packers & Movers,19.0511106,72.89068490000001,9143528127,36,3000,1,1
67,419820067,Welcare Packers And Movers,19.111103,72.856717,8188536027,24,5000,1,1
68,419820068,R S Packers And Movers,19.166005555555998,72.945794444444,8750637335,48,5000,1,1
69,419820069,Sepex Safe Cargo Packers & ..,19.0385,73.01561099999999,9078515035,56,3500,5,1
70,419820070,Rk Packers And Movers,19.0140621,72.86543,7222367284,49,5000,5,1
71,419820071,Aurea Aviation,19.211679800000002,72.86278659999999,7226567452,54,3000,1,1
72,419820072,Sun Packers And Movers,19.15954,72.840303,9864726861,33,2000,1,1
73,419820073,Kartik Cargo Packers & Move..,19.262909,73.122911,9860251627,32,3000,5,1
74,419820074,Shubha Packers And Movers,19.186822222222,72.969519444444,9253484882,29,3000,2,1
75,419820075,Mahalaxmi Transport Service,19.298125,73.2144083333,7556727263,46,5000,2,1
76,419820076,Siddhant Movers & Packers,19.2201253,73.08110909999999,7060011036,31,2000,2,1
77,419820077,Gayatri Packers and Movers,19.287425,73.083283333333,7024253245,45,5000,5,1
78,419820078,Lotuss Packer & Movers,19.422239675487003,72.82613754272501,9173564858,51,2000,2,1
79,419820079,Prajapati Enterprises,19.194569620596003,72.949111003396,8701308328,44,3000,1,1
80,419820080,Ganpati Packers and Movers,19.0159501,73.09736579999999,9638022074,33,5000,2,1
81,419820081,Bharat Logistic,19.12869300885,73.05974943483001,7858471500,24,5000,1,1
82,419820082,Santosh International Packe..,18.955711111111,72.842125,9371526523,28,5000,1,1
83,419820083,Fazal Tempo Service,19.0548161887,72.8398486299,7607123535,25,3000,1,1
84,419820084,Pioneer Movers Packers,19.211513,73.082513,7603348231,51,5000,5,1
85,419820085,NMT Logistics,19.087332999999997,73.010333,8406711165,18,2000,2,1
86,419820086,Gunjal Packers And Movers,19.216957999999998,72.97839499999999,8578474034,43,2000,2,1
87,419820087,Professional Packers And Mo..,19.081402777778,73.006363888889,7828440166,21,5000,5,1
88,419820088,KCS Packers & Movers,19.069954231399,72.846896499463,8470717664,33,5000,1,1
89,419820089,Apexcitys Packers And Mover..,19.300528,72.846747,9173257525,30,4000,5,1
