,uid,name,latitude,longitude,contact,age,standard_rate,service_range,availability
45,419720045,Razors And Scissors Parlour,19.231262777778,72.98056508333299,7522811005,25,250,5,1
46,419720046,Aarya Beauty Parlour & Clas..,19.296917699999998,73.2042942,8356878554,49,100,1,1
47,419720047,De Lady Beauty Salon,19.176047,72.86828050000001,7564603853,18,150,5,1
48,419720048,Lakme Salon,19.024842,72.835246,8477586330,29,150,1,1
49,419720049,Shruti Wellness Center,19.2920707,73.056505,7541737725,31,150,5,1
50,419720050,Lush International,19.3595312,72.8124939,9243585808,55,150,2,1
51,419720051,Nikkis Beauty Salon,19.1178172778,72.8833596944,8063341008,19,200,2,1
52,419720052,Bon Bon Family Salon,19.2099628333,72.9509048333,9342676313,34,200,5,1
53,419720053,Fashion Glow Beauty Parlour,19.2589647,72.86324300000001,8611077234,21,250,5,1
54,419720054,Ruchi Beauty Parlour,19.441614583333003,72.820848277778,8435421238,50,250,5,1
55,419720055,Revas Salon & Spa,19.467175,72.799508333333,9410473634,49,250,2,1
56,419720056,Looks Salon,19.0120629,72.82140629999999,7868658145,47,100,1,1
57,419720057,Maple Salon,19.273625,72.86976999999999,8707711746,41,150,2,1
58,419720058,Dreams 29 Unique Family Sal..,19.233032,72.97315897222201,9282335077,50,250,1,1
59,419720059,Yellow Nail Bar & Salon,19.015972055658,72.850863554011,7305518878,32,150,5,1
60,419720060,D Blossom,19.160079409674,72.844013114704,8072348866,22,200,1,1
61,419720061,Rich Look Beauty Revolution,19.4685852,72.8002824,7756426015,19,250,2,1
62,419720062,Synk Salon & Spa Nail Spa D..,19.2242345,72.8480733,9375177846,55,150,2,1
63,419720063,Chang Hair And Beauty Salon,19.4505498,72.80665959999999,8837654401,29,200,1,1
64,419720064,Maples Beauty Lounge,19.251220999999997,72.98037099999999,9083367805,33,200,2,1
65,419720065,Divine beauty Salon & Spa,19.475005388889,72.805579416667,7278686553,24,200,2,1
66,419720066,Lakme Salon,18.9649699,72.80918249999999,7460438156,47,250,1,1
67,419720067,Snips Salon & Spa,19.195220000000003,72.97321,9161863283,38,100,5,1
68,419720068,Esthetique Classic,18.9154078,72.8249838,9330233205,43,200,5,1
69,419720069,HASHTAG Salon,19.076927800000004,72.99772890000001,8251601516,37,200,2,1
70,419720070,Kimayas Family Salon & Spa ..,19.120009694444,72.993327388889,9383348543,18,150,2,1
71,419720071,Body Line Family Salon And ..,19.060835972221998,73.00474799999999,8124615458,36,250,1,1
72,419720072,Lornas Hair & Beauty Studio,19.1452293,72.823571,7617188308,48,100,1,1
73,419720073,Zylon The Family Salon & Ac..,19.0343913889,73.0769576944,7746185527,41,150,5,1
74,419720074,Kapils Salon,19.165879,73.075471,7108628354,54,100,2,1
75,419720075,Krasa,19.2055165833,73.0871944722,7032024150,35,100,2,1
76,419720076,Smart Beauty Studio,19.0707159,72.8805922,9303574611,54,200,2,1
77,419720077,Jawed Habib Hair & Beauty S..®,19.1981711,72.846335,9515222288,27,100,5,1
78,419720078,Avon Beauty Parlour,19.21,72.8675,9722735843,19,200,1,1
79,419720079,Hair Styling,19.166114,72.96374797222201,9030581512,27,200,2,1
80,419720080,Barqat Beauty Salon,19.283088510856,72.870067516342,8156867577,21,150,5,1
81,419720081,Pretty Woman Beauty Parlour..,19.108791155934,72.864933954101,7540311166,41,100,5,1
82,419720082,Bennys Beauty & Hair Care,19.1143548,72.834329,9025553471,25,250,1,1
83,419720083,Lakme Salon,19.0550954,72.8291711,7574354258,51,150,5,1
84,419720084,Cafune Salon,19.142736,72.829061,8420488670,48,100,2,1
85,419720085,Maples Salon & Spa,19.190194444444,72.969261111111,9402046534,44,100,2,1
86,419720086,Maples Beauty Salon Spa,19.2604824312,72.9674784229,7421531881,32,200,2,1
87,419720087,Aura Nail Bar & Salon,18.977415,73.03141240000001,8301546470,33,250,1,1
88,419720088,Golden Glow Ladies Beauty P..,19.2627696944,72.97122952779999,8400038814,18,250,2,1
89,419720089,The Oyster Of Beauty Salon,19.0314461,73.0670577,9721477658,35,250,1,1
90,419720090,Urban Looks Salon & Academy,19.1370216,72.8311479,8751510440,26,250,5,1
91,419720091,Aroma The Beauty Salon & Ac..,19.2081332,72.8639324,8077374533,46,150,2,1
92,419720092,Lakme Salon,19.1829688,72.949197,8811044208,33,250,1,1
93,419720093,Haviva Unisex Salon,19.16730934,73.23378499,8383373084,52,200,1,1
94,419720094,Lakme Salon,19.1746244,72.8631922,8544164584,52,150,5,1
95,419720095,Sheetals Beauty Care Spa Sa..,19.2305583889,73.1368713333,9202423734,32,100,5,1
